2026/08/24 02:07:08 [warn] 508#508: *2438144 a client request body is buffered to a temporary file /tmp/nginx/body/9/03/0001193039, client: 157.245.66.179, server: databasus.calpolynglab.com, request: "POST / HTTP/1.1", host: "databasus.calpolynglab.com", referrer: "https://databasus.calpolynglab.com/"
2026/08/25 04:17:05 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /sm.php HTTP/1.1", upstream: "http://2.0.0.100:4005/sm.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:05 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /araso.php HTTP/1.1", upstream: "http://2.0.0.100:4005/araso.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:05 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /vpn.php HTTP/1.1", upstream: "http://2.0.0.100:4005/vpn.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:05 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /class-t.api.php HTTP/1.1", upstream: "http://2.0.0.100:4005/class-t.api.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:05 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /x402.php HTTP/1.1", upstream: "http://2.0.0.100:4005/x402.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:05 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /a.php HTTP/1.1", upstream: "http://2.0.0.100:4005/a.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:06 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /ass.php HTTP/1.1", upstream: "http://2.0.0.100:4005/ass.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:06 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /sb.php HTTP/1.1", upstream: "http://2.0.0.100:4005/sb.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:06 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /in.php HTTP/1.1", upstream: "http://2.0.0.100:4005/in.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:06 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /file18x.php HTTP/1.1", upstream: "http://2.0.0.100:4005/file18x.php", host: "databasus.calpolynglab.com"
2026/08/25 04:17:06 [error] 245#245: *42646 connect() failed (111: Connection refused) while connecting to upstream, client: 20.104.86.241, server: databasus.calpolynglab.com, request: "GET /adminimagess.php HTTP/1.1", upstream: "http://2.0.0.100:4005/adminimagess.php", host: "databasus.calpolynglab.com"
2026/08/25 05:45:07 [warn] 337#337: *582 using uninitialized "server" variable while logging request, client: 146.190.242.161, server: databasus.calpolynglab.com, request: "LEAKIX"
